"District Number","District Name","School Number",School Name," State and Local Funds "," Federal Funds "," State, Local and Federal Funds "," State and Local Funds "," Federal
Funds "," State, Local and Federal Funds "," Total Costs - State, Local and Federal Funds Per Pupil "
42,Marion,0631,BELLEVIEW MIDDLE SCHOOL                                                                             ,"  5,763 ",  404 ,"  6,167 ",  280 ,  41 ,  321 ,"  6,488 "
42,Marion,0691,LIBERTY MIDDLE SCHOOL                                                                               ,"  5,425 ",  429 ,"  5,854 ",  283 ,  42 ,  325 ,"  6,179 "
42,Marion,0721,HORIZON ACADEMY AT MARION OAKS                                                                      ,"  6,508 ",  638 ,"  7,146 ",  312 ,  46 ,  358 ,"  7,504 "
42,Marion,9734,"PACE CENTER FOR GIRLS, INC.                                                                         ","  5,342 ",  202 ,"  5,544 ",  53 ,  3 ,  56 ,"  5,600 "
42,Marion,0331,NORTH MARION HIGH SCHOOL                                                                            ,"  6,768 ",  278 ,"  7,046 ",  271 ,  26 ,  297 ,"  7,343 "
42,Marion,0351,FOREST HIGH SCHOOL                                                                                  ,"  6,212 ",  325 ,"  6,537 ",  276 ,  27 ,  303 ,"  6,840 "
42,Marion,0461,VANGUARD HIGH SCHOOL                                                                                ,"  5,993 ",  228 ,"  6,221 ",  260 ,  26 ,  286 ,"  6,507 "
42,Marion,0471,HILLCREST                                                                                           ,"  19,112 ","  9,011 ","  28,123 ",  884 ,  221 ,"  1,105 ","  29,228 "
42,Marion,0501,LAKE WEIR HIGH SCHOOL                                                                               ,"  6,275 ",  200 ,"  6,475 ",  288 ,  27 ,  315 ,"  6,790 "
42,Marion,0521,DUNNELLON HIGH SCHOOL                                                                               ,"  6,084 ",  197 ,"  6,281 ",  260 ,  24 ,  284 ,"  6,565 "
42,Marion,0661,BELLEVIEW HIGH SCHOOL                                                                               ,"  6,102 ",  275 ,"  6,377 ",  260 ,  23 ,  283 ,"  6,660 "
42,Marion,0701,WEST PORT HIGH SCHOOL                                                                               ,"  5,134 ",  194 ,"  5,328 ",  244 ,  23 ,  267 ,"  5,595 "
42,Marion,9401,MARION TECHNICAL INSTITUTE                                                                          ,"  10,931 ",  282 ,"  11,213 ",  349 ,  27 ,  376 ,"  11,589 "
42,Marion,9618,SILVER RIVER MENTORING AND INSTRUCTION                                                              ,"  9,643 ",  384 ,"  10,027 ",  31 ,  2 ,  33 ,"  10,060 "
42,Marion,0531,FORT MCCOY SCHOOL                                                                                   ,"  7,410 ",  872 ,"  8,282 ",  374 ,  63 ,  437 ,"  8,719 "
42,Marion,9731,NEW LEAF CENTER                                                                                     ,"  13,470 ","  1,045 ","  14,515 ",  47 ,  9 ,  56 ,"  14,571 "
42,Marion,9670,MARION CHARTER SCHOOL                                                                               ,"  6,616 ",  408 ,"  7,024 ",  -   ,  -   ,  -   ,"  7,024 "
42,Marion,9680,MCINTOSH AREA SCHOOL                                                                                ,"  7,155 ",  502 ,"  7,657 ",  -   ,  -   ,  -   ,"  7,657 "
42,Marion,9695,OCALI CHARTER MIDDLE SCHOOL                                                                         ,"  5,451 ",  134 ,"  5,585 ",  -   ,  -   ,  -   ,"  5,585 "
42,Marion,9690,FRANCIS MARION MILITARY ACADEMY                                                                     ,"  5,826 ",  -   ,"  5,826 ",  -   ,  -   ,  -   ,"  5,826 "
43,Martin,0025,SEA WIND ELEMENTARY SCHOOL                                                                          ,"  7,525 ",  744 ,"  8,269 ",  229 ,  24 ,  253 ,"  8,522 "
43,Martin,0051,J. D. PARKER SCHOOL OF TECHNOLOGY                                                                   ,"  7,299 ",  882 ,"  8,181 ",  224 ,  26 ,  250 ,"  8,431 "
43,Martin,0061,PALM CITY ELEMENTARY SCHOOL                                                                         ,"  7,371 ",  328 ,"  7,699 ",  215 ,  11 ,  226 ,"  7,925 "
43,Martin,0101,PORT SALERNO ELEMENTARY SCHOOL                                                                      ,"  7,730 ",  920 ,"  8,650 ",  214 ,  22 ,  236 ,"  8,886 "
43,Martin,0111,HOBE SOUND ELEMENTARY SCHOOL                                                                        ,"  7,798 ",  730 ,"  8,528 ",  230 ,  22 ,  252 ,"  8,780 "
43,Martin,0131,WARFIELD ELEMENTARY SCHOOL                                                                          ,"  8,334 ",  868 ,"  9,202 ",  231 ,  24 ,  255 ,"  9,457 "
43,Martin,0211,JENSEN BEACH ELEMENTARY SCHOOL                                                                      ,"  7,861 ",  764 ,"  8,625 ",  239 ,  15 ,  254 ,"  8,879 "
43,Martin,0291,PINEWOOD ELEMENTARY SCHOOL                                                                          ,"  6,887 ",  854 ,"  7,741 ",  211 ,  20 ,  231 ,"  7,972 "
43,Martin,0301,CRYSTAL LAKE ELEMENTARY SCHOOL                                                                      ,"  7,536 ",  366 ,"  7,902 ",  220 ,  11 ,  231 ,"  8,133 "
43,Martin,0331,BESSEY CREEK ELEMENTARY SCHOOL                                                                      ,"  7,461 ",  669 ,"  8,130 ",  220 ,  11 ,  231 ,"  8,361 "
43,Martin,0341,FELIX A WILLIAMS ELEMENTARY SCHOOL                                                                  ,"  7,947 ",  347 ,"  8,294 ",  230 ,  13 ,  243 ,"  8,537 "
43,Martin,0371,CITRUS GROVE ELEMENTARY                                                                             ,"  7,522 ",  342 ,"  7,864 ",  232 ,  11 ,  243 ,"  8,107 "
43,Martin,0021,STUART MIDDLE SCHOOL                                                                                ,"  7,299 ",  512 ,"  7,811 ",  236 ,  36 ,  272 ,"  8,083 "
43,Martin,0081,MURRAY MIDDLE SCHOOL                                                                                ,"  7,311 ",  178 ,"  7,489 ",  219 ,  9 ,  228 ,"  7,717 "
43,Martin,0221,INDIANTOWN MIDDLE SCHOOL                                                                            ,"  7,814 ",  879 ,"  8,693 ",  233 ,  25 ,  258 ,"  8,951 "
43,Martin,0321,HIDDEN OAKS MIDDLE SCHOOL                                                                           ,"  7,062 ",  174 ,"  7,236 ",  206 ,  10 ,  216 ,"  7,452 "
43,Martin,0361,DR. DAVID L. ANDERSON MIDDLE SCHOOL                                                                 ,"  6,848 ",  599 ,"  7,447 ",  201 ,  21 ,  222 ,"  7,669 "
43,Martin,0031,MARTIN COUNTY HIGH SCHOOL                                                                           ,"  6,463 ",  134 ,"  6,597 ",  180 ,  7 ,  187 ,"  6,784 "
43,Martin,0073,SPECTRUM JUNIOR/SENIOR HIGH SCHOOL                                                                  ,"  20,327 ",  -   ,"  20,327 ",  476 ,  -   ,  476 ,"  20,803 "
43,Martin,0241,SOUTH FORK HIGH SCHOOL                                                                              ,"  6,758 ",  149 ,"  6,907 ",  184 ,  7 ,  191 ,"  7,098 "
43,Martin,0351,JENSEN BEACH HIGH SCHOOL                                                                            ,"  7,343 ",  153 ,"  7,496 ",  197 ,  6 ,  203 ,"  7,699 "
43,Martin,0070,RIVERBEND ACADEMY                                                                                   ,"  12,765 ",  671 ,"  13,436 ",  322 ,  55 ,  377 ,"  13,813 "
43,Martin,0294,WILLOUGHBY LEARNING CENTER                                                                          ,"  19,828 ","  5,150 ","  24,978 ",  497 ,  93 ,  590 ,"  25,568 "
43,Martin,0400,CLARK ADVANCED LEARNING CENTER                                                                      ,"  7,376 ",  -   ,"  7,376 ",  -   ,  -   ,  -   ,"  7,376 "
44,Monroe,0161,POINCIANA ELEMENTARY SCHOOL                                                                         ,"  12,201 ",  686 ,"  12,887 ",  684 ,  -   ,  684 ,"  13,571 "
44,Monroe,0251,STANLEY SWITLIK ELEMENTARY SCHOOL                                                                   ,"  11,490 ",  720 ,"  12,210 ",  657 ,  -   ,  657 ,"  12,867 "
44,Monroe,0311,GERALD ADAMS ELEMENTARY SCHOOL                                                                      ,"  12,666 ",  431 ,"  13,097 ",  686 ,  -   ,  686 ,"  13,783 "
44,Monroe,0041,CORAL SHORES HIGH SCHOOL                                                                            ,"  10,498 ",  335 ,"  10,833 ",  562 ,  -   ,  562 ,"  11,395 "
44,Monroe,0101,KEY WEST HIGH SCHOOL                                                                                ,"  10,015 ",  327 ,"  10,342 ",  550 ,  -   ,  550 ,"  10,892 "
44,Monroe,0131,MARATHON SCHOOL                                                                                     ,"  12,160 ",  238 ,"  12,398 ",  704 ,  -   ,  704 ,"  13,102 "
44,Monroe,0111,HORACE O'BRYANT SCHOOL                                                                              ,"  10,764 ",  685 ,"  11,449 ",  623 ,  -   ,  623 ,"  12,072 "
44,Monroe,0201,SUGARLOAF SCHOOL                                                                                    ,"  12,017 ",  331 ,"  12,348 ",  677 ,  -   ,  677 ,"  13,025 "
44,Monroe,0291,KEY LARGO SCHOOL                                                                                    ,"  11,132 ",  658 ,"  11,790 ",  693 ,  -   ,  693 ,"  12,483 "
44,Monroe,0321,PLANTATION KEY SCHOOL                                                                               ,"  11,805 ",  433 ,"  12,238 ",  671 ,  -   ,  671 ,"  12,909 "
44,Monroe,0381,OCEAN STUDIES CHARTER                                                                               ,"  9,452 ",  -   ,"  9,452 ",  -   ,  -   ,  -   ,"  9,452 "
44,Monroe,0382,KEY WEST COLLEGIATE SCHOOL                                                                          ,"  8,297 ",  -   ,"  8,297 ",  -   ,  -   ,  -   ,"  8,297 "
44,Monroe,0341,SIGSBEE CHARTER SCHOOL                                                                              ,"  8,749 ",  -   ,"  8,749 ",  -   ,  -   ,  -   ,"  8,749 "
44,Monroe,0351,MAY SANDS MONTESSORI SCHOOL                                                                         ,"  11,125 ",  -   ,"  11,125 ",  -   ,  -   ,  -   ,"  11,125 "
44,Monroe,0371,TREASURE VILLAGE MONTESSORI CHARTER SCHOOL                                                          ,"  12,510 ",  -   ,"  12,510 ",  -   ,  -   ,  -   ,"  12,510 "
44,Monroe,0391,BIG PINE ACADEMY                                                                                    ,"  14,385 ",  -   ,"  14,385 ",  -   ,  -   ,  -   ,"  14,385 "
45,Nassau,0071,SOUTHSIDE ELEMENTARY SCHOOL                                                                         ,"  8,045 ",  676 ,"  8,721 ",  604 ,  65 ,  669 ,"  9,390 "
45,Nassau,0081,EMMA LOVE HARDEE ELEMENTARY                                                                         ,"  6,925 ",  469 ,"  7,394 ",  503 ,  52 ,  555 ,"  7,949 "
45,Nassau,0102,YULEE ELEMENTARY SCHOOL                                                                             ,"  7,001 ",  461 ,"  7,462 ",  540 ,  58 ,  598 ,"  8,060 "
45,Nassau,0121,CALLAHAN ELEMENTARY SCHOOL                                                                          ,"  7,473 ",  868 ,"  8,341 ",  555 ,  59 ,  614 ,"  8,955 "
45,Nassau,0181,BRYCEVILLE ELEMENTARY SCHOOL                                                                        ,"  9,237 ",  951 ,"  10,188 ",  582 ,  63 ,  645 ,"  10,833 "
45,Nassau,0241,HILLIARD ELEMENTARY SCHOOL                                                                          ,"  7,223 ",  572 ,"  7,795 ",  564 ,  55 ,  619 ,"  8,414 "
45,Nassau,0242,WILDLIGHT ELEMENTARY                                                                                ,"  7,475 ",  746 ,"  8,221 ",  583 ,  66 ,  649 ,"  8,870 "
45,Nassau,0261,CALLAHAN INTERMEDIATE SCHOOL                                                                        ,"  6,771 ",  451 ,"  7,222 ",  534 ,  53 ,  587 ,"  7,809 "
45,Nassau,0271,YULEE PRIMARY SCHOOL                                                                                ,"  8,285 ",  722 ,"  9,007 ",  612 ,  66 ,  678 ,"  9,685 "
45,Nassau,0031,FERNANDINA BEACH MIDDLE SCHOOL                                                                      ,"  6,810 ",  177 ,"  6,987 ",  470 ,  25 ,  495 ,"  7,482 "
45,Nassau,0131,CALLAHAN MIDDLE SCHOOL                                                                              ,"  6,161 ",  187 ,"  6,348 ",  494 ,  22 ,  516 ,"  6,864 "
45,Nassau,0221,YULEE MIDDLE SCHOOL                                                                                 ,"  6,356 ",  235 ,"  6,591 ",  490 ,  24 ,  514 ,"  7,105 "
45,Nassau,0151,HILLIARD MIDDLE-SENIOR HIGH                                                                         ,"  7,208 ",  274 ,"  7,482 ",  546 ,  24 ,  570 ,"  8,052 "
45,Nassau,0191,WEST NASSAU COUNTY HIGH SCHOOL                                                                      ,"  6,434 ",  189 ,"  6,623 ",  519 ,  21 ,  540 ,"  7,163 "
45,Nassau,0231,YULEE HIGH SCHOOL                                                                                   ,"  6,303 ",  480 ,"  6,783 ",  523 ,  26 ,  549 ,"  7,332 "
45,Nassau,0291,FERNANDINA BEACH HIGH SCHOOL                                                                        ,"  6,915 ",  271 ,"  7,186 ",  484 ,  22 ,  506 ,"  7,692 "
46,Okaloosa,0031,ANNETTE P. EDWINS ELEMENTARY SCHOOL                                                                 ,"  9,248 ","  1,022 ","  10,270 ",  425 ,  68 ,  493 ,"  10,763 "
46,Okaloosa,0051,BOB SIKES ELEMENTARY SCHOOL                                                                         ,"  6,286 ",  469 ,"  6,755 ",  324 ,  35 ,  359 ,"  7,114 "
46,Okaloosa,0131,DESTIN ELEMENTARY SCHOOL                                                                            ,"  7,165 ",  188 ,"  7,353 ",  345 ,  30 ,  375 ,"  7,728 "
46,Okaloosa,0151,LULA J. EDGE ELEMENTARY SCHOOL                                                                      ,"  7,104 ",  186 ,"  7,290 ",  338 ,  35 ,  373 ,"  7,663 "
46,Okaloosa,0161,EGLIN ELEMENTARY SCHOOL                                                                             ,"  7,439 ",  94 ,"  7,533 ",  351 ,  28 ,  379 ,"  7,912 "
46,Okaloosa,0222,NORTHWOOD ELEMENTARY SCHOOL                                                                         ,"  6,523 ",  745 ,"  7,268 ",  352 ,  46 ,  398 ,"  7,666 "
46,Okaloosa,0251,RIVERSIDE ELEMENTARY SCHOOL                                                                         ,"  6,698 ",  766 ,"  7,464 ",  364 ,  46 ,  410 ,"  7,874 "
46,Okaloosa,0281,WRIGHT ELEMENTARY SCHOOL                                                                            ,"  8,440 ",  998 ,"  9,438 ",  415 ,  54 ,  469 ,"  9,907 "
